resume_text,job_description,match_score,match_label,match_label_lower,resume_len,jd_len
"Data engineer with 6 years of experience building data pipelines and ETL systems. Expertise in big data technologies. Skills: Python, SQL, Spark, Hadoop, Airflow, Kafka, AWS, Data Modeling, ETL, Docker, Linux. Data Engineer, DataFlow (2020-present): Built pipelines processing 1TB daily, reduced processing time by 40%. Data Analyst, InsightWorks (2017-2020): Created dashboards and reports. Education: B.Tech IT, NIT Surathkal.","Data Engineer at tech company. Required skills: Python, SQL, Spark, Airflow, AWS, ETL, Kafka. Responsibilities: build data pipelines, process large datasets, ensure data quality. Preferred: big data experience.",0.9,high,high,58,28
"Product manager with 6 years of experience in fintech and SaaS products. Strong in analytics and product growth. Skills: Product Strategy, Agile, Roadmapping, SQL, A/B Testing, Analytics, User Research, Stakeholder Management, Jira. Product Manager, FinGrow (2020-present): Increased user retention by 25%, launched new features. Associate PM, SaaSify (2017-2020): Managed product backlog. Education: MBA, IIM Calcutta.","Product Manager at fintech startup. Required skills: product strategy, analytics, A/B testing, SQL, agile. Responsibilities: define roadmap, improve product metrics, collaborate with teams. Preferred: fintech experience.",0.89,high,high,55,26
"DevOps engineer with 5 years of experience in cloud infrastructure and automation. Focused on reliability and scalability. Skills: AWS, Docker, Kubernetes, Terraform, Jenkins, CI/CD, Linux, Monitoring, Prometheus, Git. DevOps Engineer, CloudNet (2021-present): Built CI/CD pipelines, reduced deployment time by 45%. Systems Engineer, InfraX (2018-2021): Managed cloud infrastructure. Education: B.Tech IT, SRM University.","DevOps Engineer at cloud startup. Required skills: AWS, Kubernetes, Docker, Terraform, CI/CD, monitoring. Responsibilities: manage infrastructure, automate deployments, ensure uptime. Preferred: experience with Prometheus.",0.91,high,high,52,24
"Marketing manager with 7 years of experience in digital campaigns and brand growth. Strong focus on performance marketing. Skills: SEO, SEM, Google Ads, Analytics, Social Media, Content Marketing, Email Marketing, A/B Testing, Branding. Marketing Manager, BrandBoost (2019-present): Increased campaign ROI by 35%, led multi-channel campaigns. Marketing Exec, AdPro (2016-2019): Managed SEO campaigns. Education: MBA Marketing, XLRI.","Digital Marketing Manager at e-commerce company. Required skills: SEO, Google Ads, analytics, A/B testing, campaign management. Responsibilities: lead campaigns, optimize ROI, manage team. Preferred: e-commerce experience.",0.88,high,high,56,26
"Frontend developer with 3 years of experience in React and UI development. Strong focus on performance and accessibility. Skills: JavaScript, React, HTML, CSS, Redux, TypeScript, Git, Webpack, REST APIs. Frontend Developer, UIX (2021-present): Built responsive components, improved load speed by 20%. Junior Dev, WebLab (2019-2021): Developed UI features. Education: B.Tech CS, DTU.","Fullstack Developer at startup. Required skills: Node.js, MongoDB, React, APIs. Responsibilities: build backend and frontend features. Preferred: MERN stack.",0.56,medium,medium,52,19
"Data analyst with 4 years of experience in reporting and dashboarding. Skilled in extracting insights from data. Skills: SQL, Excel, Tableau, Python, Data Cleaning, Visualization, Reporting, Statistics. Analyst, InsightPro (2020-present): Built dashboards improving decision making. Data Assistant, DataHub (2018-2020): Cleaned and analyzed data. Education: B.Sc Statistics, DU.","Machine Learning Engineer role. Required skills: Python, ML, TensorFlow, NLP, deployment. Responsibilities: build and deploy ML models. Preferred: deep learning.",0.5,medium,medium,47,20
"HR executive with 3 years of experience in recruitment and HR operations. Organized and communicative. Skills: Recruitment, HRMS, Payroll, Communication, Onboarding, Employee Relations, Excel. HR Exec, TalentCorp (2021-present): Managed hiring pipeline. HR Intern, PeopleFirst (2019-2021): Assisted onboarding. Education: MBA HR, NMIMS.","HR Manager role requiring leadership and strategy. Responsibilities: lead HR operations, manage team. Preferred: 5+ years experience.",0.47,medium,medium,41,17
"Junior finance analyst with 2 years of experience in reporting and accounting. Detail-oriented and analytical. Skills: Excel, Accounting, Financial Reporting, Tally, Budgeting, Auditing. Analyst, FinEdge (2022-present): Created reports and assisted audits. Intern, AuditPro (2021-2022): Supported audit tasks. Education: B.Com, SRCC.","Senior Financial Analyst role. Required skills: financial modeling, forecasting, SQL, BI tools. Responsibilities: build models and analyze financial data.",0.43,medium,medium,40,19
"Content strategist with 4 years of experience in SEO and content marketing. Skilled in digital storytelling. Skills: Content Strategy, SEO, Blogging, Copywriting, Analytics, Social Media, Research, Editing. Strategist, ContentHub (2020-present): Increased organic traffic by 30%. Writer, MediaPro (2018-2020): Created content campaigns. Education: BA English, DU.","Marketing Manager role requiring campaign strategy, analytics, leadership. Responsibilities: lead campaigns and teams.",0.49,medium,medium,45,13
"Doctor with 6 years of experience in patient care and diagnostics. Dedicated to healthcare excellence. Skills: Diagnosis, Patient Care, Medical Records, Surgery Assistance, Communication. Doctor, CityCare (2019-present): Treated patients and managed cases. Education: MBBS, AIIMS.","Software Engineer role requiring Python, APIs, cloud computing. Responsibilities: build backend systems.",0.08,low,low,35,12
"Graphic designer with 5 years of experience in branding and UI design. Creative and detail-oriented. Skills: Photoshop, Illustrator, Figma, Branding, Typography, UI Design, Creativity. Designer, CreativeLab (2020-present): Designed brand assets. Junior Designer (2018-2020): Created visuals. Education: BFA, NIFT.","Data Scientist role requiring Python, ML, SQL. Responsibilities: build models.",0.13,low,low,38,10
"Mechanical engineer with 7 years of experience in manufacturing and design. Skilled in CAD tools and production processes. Skills: AutoCAD, SolidWorks, Manufacturing, Design, Maintenance, Safety Compliance. Engineer, MechWorks (2018-present): Managed production lines. Education: B.Tech Mechanical, NIT Warangal.","Product Manager role requiring analytics, roadmapping, agile. Responsibilities: define product strategy.",0.17,low,low,37,11
"Photographer with 4 years of experience in portrait and event photography. Skilled in editing and lighting. Skills: Photography, Lightroom, Editing, Composition, Creativity. Freelancer (2020-present): Covered events and shoots. Education: Diploma Photography.","DevOps Engineer role requiring AWS, Docker, Kubernetes. Responsibilities: manage infrastructure.",0.11,low,low,31,10
"Teacher with 10 years of experience in science education. Strong mentoring and communication skills. Skills: Teaching, Curriculum Design, Classroom Management, Communication. Teacher, Public School (2014-present): Taught science subjects. Education: B.Ed, Delhi University.","Cybersecurity Analyst role requiring SIEM, network security, Python. Responsibilities: monitor threats.",0.09,low,low,32,11
"Senior data scientist with 7 years of experience building predictive models and data pipelines in fintech environments. Strong expertise in machine learning and large-scale data processing. Skills: Python, TensorFlow, PyTorch, SQL, Spark, Airflow, Data Modeling, NLP, AWS, Docker, Statistics, Feature Engineering. Lead Data Scientist, FinAI (2020-present): Built fraud detection models reducing fraud by 35%, deployed pipelines on AWS improving processing speed by 40%. Data Scientist, Analytica (2017-2020): Developed NLP models for transaction categorization. Education: M.Tech Data Science, IIT Delhi.","Senior Data Scientist at fintech startup. Required skills: Python, ML, TensorFlow or PyTorch, SQL, AWS, NLP, feature engineering. Responsibilities: build predictive models, deploy pipelines, analyze large datasets, collaborate with engineering teams. Preferred: fraud detection experience and big data exposure.",0.92,high,high,79,39
"UI UX designer with 5 years of experience designing intuitive web and mobile applications. Focused on user-centered design and usability testing. Skills: Figma, Adobe XD, Wireframing, Prototyping, User Research, Usability Testing, Interaction Design, Design Systems, Accessibility. UX Designer, Designify (2020-present): Redesigned mobile app improving user retention by 25%, conducted usability tests and user interviews. UI Designer, Creatives (2018-2020): Designed interfaces and collaborated with developers. Education: B.Des, NID Ahmedabad.","Senior UX Designer at product company. Required skills: Figma, user research, prototyping, usability testing, design systems. Responsibilities: design user flows, conduct research, improve product usability. Preferred: mobile-first design experience.",0.9,high,high,68,29
"Business analyst with 6 years of experience in data-driven decision making and stakeholder management. Skilled in translating business requirements into technical solutions. Skills: SQL, Excel, Tableau, Power BI, Requirements Gathering, Data Analysis, Stakeholder Management, Agile, Communication. Senior BA, BizCorp (2020-present): Led analytics projects improving revenue by 15%, built dashboards for executives. Analyst, DataBridge (2017-2020): Gathered requirements and analyzed business data. Education: MBA, ISB Hyderabad.","Senior Business Analyst at consulting firm. Required skills: SQL, Tableau or Power BI, requirements gathering, data analysis, stakeholder management. Responsibilities: analyze business processes, build dashboards, communicate insights. Preferred: consulting experience.",0.88,high,high,64,30
"Cloud solutions architect with 8 years of experience designing scalable cloud infrastructure. Strong background in distributed systems and security. Skills: AWS, Azure, GCP, Kubernetes, Docker, Terraform, CI/CD, Networking, Security, Microservices, Linux. Cloud Architect, CloudScale (2019-present): Designed multi-region architecture improving availability to 99.99%, led migration to Kubernetes. Systems Engineer, InfraTech (2016-2019): Managed cloud deployments. Education: B.Tech IT, IIIT Bangalore.","Cloud Architect at enterprise company. Required skills: AWS or GCP, Kubernetes, Docker, Terraform, networking, security. Responsibilities: design scalable infrastructure, ensure reliability, lead migrations. Preferred: multi-cloud experience.",0.93,high,high,58,26
